web-scraper-order,web-scraper-start-url,liens_articles,liens_articles-href,details,prix,adresse,images-src
"1716556698-1","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=34","Appartement à louer à mermoz","https://www.dakarvente.com/annonce-119-appartement-louer-mermoz.html","Appartement à louer à mermoz","2.700.000  FCFA","Plateau","media/annonces/pics/5963a9d0467c55a6ab1d3e4d1a934731.jpg"
"1716556702-2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=34","Chambre à louer à fass","https://www.dakarvente.com/annonce-82-chambre-louer-fass.html","Chambre à louer à fass","40.000  FCFA","Plateau","media/annonces/pics/9210b790b8cf7f01724c688e72e39859.jpg"
"1716556707-3","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=34","Appartement à la place de l'indépendance","https://www.dakarvente.com/annonce-64-appartement-la-place-de-l-indpendance.html","Appartement à la place de l'indépendance","1.300.000  FCFA","Plateau","media/annonces/pics/1874380673a88fd80582a6a25d8d1167.jpg"
"1716556713-4","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=34","Appartement à liberté 6 au 2ème étage","https://www.dakarvente.com/annonce-63-appartement-libert-6-au-2me-tage.html","Appartement à liberté 6 au 2ème étage","225.000  FCFA","Plateau","media/annonces/pics/f258ba17512a06b22eea8907f577e983.jpg"
"1716556717-5","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=34","Hann maristes - appartement, studio","https://www.dakarvente.com/annonce-61-hann-maristes-appartement-studio.html","Hann maristes - appartement, studio","120.000  FCFA","Plateau","media/annonces/pics/b24c5ccdd9dd42e85a52767f3863f389.jpg"
"1716556720-6","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=34","Appartement à louer aux mamelles","https://www.dakarvente.com/annonce-60-appartement-louer-aux-mamelles.html","Appartement à louer aux mamelles","250.000  FCFA","Plateau","media/annonces/pics/c6ac0a89509bd11f244b63609201fa63.jpg"
"1716556724-7","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=34","Hann maristes - appartement","https://www.dakarvente.com/annonce-59-hann-maristes-appartement.html","Hann maristes - appartement","200.000  FCFA","Plateau","media/annonces/pics/72930d2a68589c8c9c37c80c45de3584.jpg"
"1716556729-8","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=34","Appartement lumineux à louer","https://www.dakarvente.com/annonce-37-appartement-lumineux-louer.html","Appartement lumineux à louer","260.000  FCFA","Plateau","media/annonces/pics/186de36c0f87f24cd211421cdbdb7112.jpg"
"1716556733-9","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=34","Bel appartement à louer à petit mbao","https://www.dakarvente.com/annonce-36-bel-appartement-louer-petit-mbao.html","Bel appartement à louer à petit mbao","125.000  FCFA","Plateau","media/annonces/pics/e3eba5570dc4db0437079dfa02882c2f.jpg"
"1716556737-10","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=34","Mamelles - appartement","https://www.dakarvente.com/annonce-22-mamelles-appartement.html","Mamelles - appartement","275.000  FCFA","Plateau","media/annonces/pics/34fc5f5c2564b68a251d3429f10a1ef5.jpg"
"1716556746-11","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=34","Villa à ndiakhirate","https://www.dakarvente.com/annonce-21-villa-ndiakhirate.html","Villa à ndiakhirate","100.000  FCFA","Plateau","media/annonces/pics/4b55a54887282bbf170cfa0d6d4b6844.jpg"
"1716556750-12","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=34","Virage - appartement","https://www.dakarvente.com/annonce-6-virage-appartement.html","Virage - appartement","1.000.000  FCFA","Plateau","media/annonces/pics/2d30b065e26bc6631e647bd3b1d637ec.jpg"
"1716556754-13","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=34","Villa r+1 à mermoz","https://www.dakarvente.com/annonce-5-villa-r-1-mermoz.html","Villa r+1 à mermoz","1.300.000  FCFA","Plateau","media/annonces/pics/55c63adf7eefb610725597dce2c8f794.jpg"
"1716556758-14","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=34","Duplex à louer","https://www.dakarvente.com/annonce-208-duplex-louer.html","Duplex à louer","1.200.000  FCFA","Plateau","media/annonces/pics/1e6250e55aace91d807a0016d1c460ba.jpg"
"1716556762-15","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=34","A louer 4 appartements neufs de type f3 à liberté 6","https://www.dakarvente.com/annonce-205-a-louer-4-appartements-neufs-de-type-f3-libert-6.html","A louer 4 appartements neufs de type f3 à liberté 6","225.000  FCFA","Plateau","media/annonces/pics/82348f5def22e66d177f21b1a1817c78.jpg"
"1716556767-16","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=34","Appartement à louer","https://www.dakarvente.com/annonce-206-appartement-louer.html","Appartement à louer","800.000  FCFA","Plateau","media/annonces/pics/15cbf11e2e57ae9fd49305d62c2a631b.jpg"
"1716556770-17","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=34","Appartement à louer","https://www.dakarvente.com/annonce-207-appartement-louer.html","Appartement à louer","1.700.000  FCFA","Plateau","media/annonces/pics/16d2d8db3b7399ba4dab100eaeee3a16.jpg"
"1716556774-18","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=34","Appartement spacieux f4 à mermoz","https://www.dakarvente.com/annonce-203-appartement-spacieux-f4-mermoz.html","Appartement spacieux f4 à mermoz","1.000.000  FCFA","Plateau","media/annonces/pics/234f74bdfec4679803417ffbfef7c162.jpg"
"1716556778-19","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=34","A louer 4 appartements neufs de type f3 à liberté 6","https://www.dakarvente.com/annonce-204-a-louer-4-appartements-neufs-de-type-f3-libert-6.html","A louer 4 appartements neufs de type f3 à liberté 6","225.000  FCFA","Plateau","img/nophoto.png"
"1716556781-20","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=34","Appartement f3 à louer","https://www.dakarvente.com/annonce-62-appartement-f3-louer.html","Appartement f3 à louer","250.000  FCFA","Plateau","media/annonces/pics/e093113ed9e43f9bac5e7ce12d06758d.jpg"
"1716556785-21","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=34","Appartement à  Yoff","https://www.dakarvente.com/annonce-619-appartement-yoff.html","Appartement à  Yoff","170.000  FCFA","Plateau","img/nophoto.png"
"1716556789-22","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=34","Location de bureaux","https://www.dakarvente.com/annonce-618-location-de-bureaux.html","Location de bureaux","75.000  FCFA","Plateau","img/nophoto.png"
"1716556799-23","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=33","Location chambre","https://www.dakarvente.com/annonce-617-location-chambre.html","Location chambre","15.000  FCFA","Plateau","media/annonces/pics/28ae1dcb58581f1954450670f0e96de7.jpg"
"1716556804-24","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=33","DUPLEX  A LOUER","https://www.dakarvente.com/annonce-698-duplex-a-louer.html","DUPLEX  A LOUER","900.000  FCFA","Plateau","media/annonces/pics/f2c7fd92184a58513823544e485389ba.jpg"
"1716556807-25","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=33","Mermoz Appartement F4 A Louer","https://www.dakarvente.com/annonce-995-mermoz-appartement-f4-a-louer.html","Mermoz Appartement F4 A Louer","500.000  FCFA","Plateau","media/annonces/pics/05e5312d3c384816a150a19ac8f46b78.jpg"
"1716556811-26","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=33","Almadie Appartement F4 A Louer","https://www.dakarvente.com/annonce-999-almadie-appartement-f4-a-louer.html","Almadie Appartement F4 A Louer","1.200.000  FCFA","Plateau","media/annonces/pics/a5b72dd41bce14aa8c293efa85c3e82c.jpg"
"1716556814-27","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=33","Mermoz Appartement F4 A Louer","https://www.dakarvente.com/annonce-1056-mermoz-appartement-f4-a-louer.html","Mermoz Appartement F4 A Louer","500.000  FCFA","Plateau","media/annonces/pics/147dca8937d56c6fd2ad0392d47f79fb.jpg"
"1716556818-28","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=33","Cité Keur Gorgui Appartement F4 A Louer","https://www.dakarvente.com/annonce-1063-cit-keur-gorgui-appartement-f4-a-louer.html","Cité Keur Gorgui Appartement F4 A Louer","500.000  FCFA","Plateau","media/annonces/pics/362d089b0ac42ea46e8c4f0b1c1dd3f1.jpg"
"1716556821-29","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=33","Mamelle Appartement & Studio A Louer","https://www.dakarvente.com/annonce-1064-mamelle-appartement-studio-a-louer.html","Mamelle Appartement & Studio A Louer","130.000  FCFA","Plateau","media/annonces/pics/222244c88375d4500ca5fb8ccf53738c.jpg"
"1716556826-30","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=33","Mermoz Appartement A Louer","https://www.dakarvente.com/annonce-1065-mermoz-appartement-a-louer.html","Mermoz Appartement A Louer","500.000  FCFA","Plateau","media/annonces/pics/e50869979e8955a81a9c07b1ec0e795d.jpg"
"1716556830-31","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=33","Appartement à louer au point e","https://www.dakarvente.com/annonce-1116-appartement-louer-au-point-e.html","Appartement à louer au point e","470.000  FCFA","Plateau","media/annonces/pics/d47914c1ab8add3bdf3021815c7c1f38.jpg"
"1716556834-32","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=33","Almadies - appartement","https://www.dakarvente.com/annonce-1117-almadies-appartement.html","Almadies - appartement","2.400.000  FCFA","Plateau","media/annonces/pics/9b6f52f2f2ea7c00f7ad18931dcc8839.jpg"
"1716556838-33","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=33","Appartement meublés aux Almadies","https://www.dakarvente.com/annonce-1118-appartement-meubls-aux-almadies.html","Appartement meublés aux Almadies","50.000  FCFA","Plateau","media/annonces/pics/ac2a3c419ebfae1efc7727fa1247b763.jpg"
"1716556841-34","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=33","Appartement à Ouakam","https://www.dakarvente.com/annonce-1410-appartement-ouakam.html","Appartement à Ouakam","300.000  FCFA","Plateau","media/annonces/pics/a640eaa631bf92ac21b59046877194f2.jpg"
"1716556845-35","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=33","Appartement F3 à louer","https://www.dakarvente.com/annonce-1617-appartement-f3-louer.html","Appartement F3 à louer","1.000.000  FCFA","Plateau","media/annonces/pics/d5f61a93c6b72ea4de12de219d0b306c.jpg"
"1716556849-36","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=33","Appartement à louer","https://www.dakarvente.com/annonce-1618-appartement-louer.html","Appartement à louer","2.000.000  FCFA","Plateau","media/annonces/pics/436d25a215eb96c603660f2f51dedece.jpg"
"1716556852-37","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=33","Almadies - appartement","https://www.dakarvente.com/annonce-1619-almadies-appartement.html","Almadies - appartement","200.000  FCFA","Plateau","media/annonces/pics/85697d52f4d7d11d4fb90db2f3854502.jpg"
"1716556856-38","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=33","Appartement a louer en centre ville","https://www.dakarvente.com/annonce-1621-appartement-a-louer-en-centre-ville.html","Appartement a louer en centre ville","2.000.000  FCFA","Plateau","media/annonces/pics/a599307f5fddff9f56fd47f67c4dc97c.jpg"
"1716556859-39","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=33","A louer un appartement grand standing","https://www.dakarvente.com/annonce-1620-a-louer-un-appartement-grand-standing.html","A louer un appartement grand standing","900.000  FCFA","Plateau","media/annonces/pics/7d105156dd7683b3ded4f816f289c358.jpg"
"1716556863-40","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=33","Appartements très grand standing aux almadies avec piscine","https://www.dakarvente.com/annonce-1724-appartements-trs-grand-standing-aux-almadies-avec-piscine.html","Appartements très grand standing aux almadies avec piscine","1.500.000  FCFA","Plateau","media/annonces/pics/d661a59a07e8b6f1a9b5585f935d9e47.jpg"
"1716556866-41","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=33","Appartement f4 neuf, calme et securisé","https://www.dakarvente.com/annonce-2093-appartement-f4-neuf-calme-et-securis.html","Appartement f4 neuf, calme et securisé","125.000  FCFA","Plateau","media/annonces/pics/f3e09215c428f48a84f4cd764af307d9.jpg"
"1716556870-42","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=33","Appartement","https://www.dakarvente.com/annonce-2330-appartement.html","Appartement","125.000  FCFA","Keur Massar","media/annonces/pics/c5ad66f87fc177713da994529688f70b.jpg"
"1716556873-43","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=33","Appartement meublé","https://www.dakarvente.com/annonce-2462-appartement-meubl.html","Appartement meublé","20.000  FCFA","Almadies","media/annonces/pics/c2e2aa6e631348d7c4ced7c4056ed0ba.jpg"
"1716556877-44","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=33","Appartement 2ch salon cité magistrats cices-foire","https://www.dakarvente.com/annonce-2556-appartement-2ch-salon-cit-magistrats-cices-foire.html","Appartement 2ch salon cité magistrats cices-foire","215.000  FCFA","Dakar","media/annonces/pics/81433647ee73e0c848be074a8dee6654.jpg"
"1716556880-45","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=33","Appartement à louer aux parcelles assainies unité 8","https://www.dakarvente.com/annonce-2584-appartement-louer-aux-parcelles-assainies-unit-8.html","Appartement à louer aux parcelles assainies unité 8","200.000  FCFA","Parcelles assainies","media/annonces/pics/b62655122b3f4fa9156527feca4d5ff6.jpg"
"1716556884-46","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=33","Appartement à louer RDC 2ch salon cité magistrats cices-foire","https://www.dakarvente.com/annonce-2595-appartement-louer-rdc-2ch-salon-cit-magistrats-cices-foire.html","Appartement à louer RDC 2ch salon cité magistrats cices-foire","215.000  FCFA","Sud Foire","media/annonces/pics/460dfe4691b18abcbe67b0aa0ca713cc.jpg"
"1716556888-47","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=33","Appartement à mbao","https://www.dakarvente.com/annonce-2585-appartement-mbao.html","Appartement à mbao","150.000  FCFA","Mbao","media/annonces/pics/9f39bb7552b863a24905ae873803074a.jpg"
"1716556892-48","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=33","Appartement à louer RDC 2ch salon cité magistrats cices-foire","https://www.dakarvente.com/annonce-2635-appartement-louer-rdc-2ch-salon-cit-magistrats-cices-foire.html","Appartement à louer RDC 2ch salon cité magistrats cices-foire","225.000  FCFA","Sud Foire","media/annonces/pics/f02b8d21db300fcb8e77adedf6eb4dff.jpg"
"1716556896-49","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=33","Appartement a louer grand mbao","https://www.dakarvente.com/annonce-2051-appartement-a-louer-grand-mbao.html","Appartement a louer grand mbao","110.000  FCFA","Plateau","img/nophoto.png"
"1716556900-50","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=33","A louer des appartements neufs aux mamelles aéroports","https://www.dakarvente.com/annonce-2849-a-louer-des-appartements-neufs-aux-mamelles-aroports.html","A louer des appartements neufs aux mamelles aéroports","500.000  FCFA","Mamelles","media/annonces/pics/14a90ce1da947a69f8f4074a3be0778d.jpg"
"1716556903-51","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=33","loue appart meublee a partir de 15000","https://www.dakarvente.com/annonce-2868-loue-appart-meublee-a-partir-de-15000.html","loue appart meublee a partir de 15000","15.000  FCFA","Liberté 6","media/annonces/pics/9f15f766bd4af5fd6297214bd0970285.jpg"
"1716556907-52","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=33","Bel appartement à ngor almadie","https://www.dakarvente.com/annonce-2837-bel-appartement-ngor-almadie.html","Bel appartement à ngor almadie","400.000  FCFA","Almadies","media/annonces/pics/3b340552979a520a6ff0748ce2bc50c6.jpg"
"1716556911-53","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=33","Appartement meublé à la cité keur gorgui","https://www.dakarvente.com/annonce-2974-appartement-meubl-la-cit-keur-gorgui.html","Appartement meublé à la cité keur gorgui","35.000  FCFA","Dakar","media/annonces/pics/9849a74bd9dd2296362b97fcea17db1e.jpg"
"1716556917-54","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=33","Appartements à louer","https://www.dakarvente.com/annonce-3297-appartements-louer.html","Appartements à louer","300.000  FCFA","Almadies","media/annonces/pics/c59bdcaf7b90b69f48619930a0463867.jpg"
"1716556921-55","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=33","Studio meublé à Louer, Cité Keur Gorgui","https://www.dakarvente.com/annonce-3430-studio-meubl-louer-cit-keur-gorgui.html","Studio meublé à Louer, Cité Keur Gorgui","30.000  FCFA","Cité Keur Gorgui","media/annonces/pics/14ec1e7539d236958b1ca37e3d58288a.jpeg"
"1716556927-56","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=33","APPARTEMENT ET STUDIO A LOUER AU POINT E","https://www.dakarvente.com/annonce-3431-appartement-et-studio-a-louer-au-point-e.html","APPARTEMENT ET STUDIO A LOUER AU POINT E","400.000  FCFA","Point E","media/annonces/pics/5edc0990996c705e15b11066860d6af8.jpg"
"1716556931-57","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=33","APPARTEMENT A LOUER","https://www.dakarvente.com/annonce-3611-appartement-a-louer.html","APPARTEMENT A LOUER","1.300.000  FCFA","Almadies","media/annonces/pics/69706d1040367d710e9a02f801c0bb9b.jpg"
"1716556935-58","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=33","APPARTEMENT A VENDRE","https://www.dakarvente.com/annonce-3612-appartement-a-vendre.html","APPARTEMENT A VENDRE","1.300.000  FCFA","Almadies","media/annonces/pics/954b2e68be749a43e3e79118e2604b5f.jpg"
"1716556940-59","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=33","Appartement à louer","https://www.dakarvente.com/annonce-3932-appartement-louer.html","Appartement à louer","190.000  FCFA","Sicap Foire","media/annonces/pics/409f247e5d6953cd2360ca6f6316166e.png"
"1716556944-60","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=33","Studio Dakar Plateau","https://www.dakarvente.com/annonce-4283-studio-dakar-plateau.html","Studio Dakar Plateau","250.000  FCFA","Plateau","media/annonces/pics/7e0b301246337837173b8593f54ce9c9.jpg"
"1716556948-61","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=33","Je cherche un studio ou appartement","https://www.dakarvente.com/annonce-4337-je-cherche-un-studio-ou-appartement.html","Je cherche un studio ou appartement","130.000  FCFA","Ouakam","img/nophoto.png"
"1716556955-62","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=33","Je cherche un appartement à louer à 150000 Dakar","https://www.dakarvente.com/annonce-4414-je-cherche-un-appartement-louer-150000-dakar.html","Je cherche un appartement à louer à 150000 Dakar","150  FCFA","Dakar","img/nophoto.png"
"1716556958-63","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=33","Studio en location à la nuitée à Saly","https://www.dakarvente.com/annonce-4631-studio-en-location-la-nuite-saly.html","Studio en location à la nuitée à Saly","40.000  FCFA","Saly","media/annonces/pics/37096b714f38705c20ff270ffc921b02.jpeg"
"1716556965-64","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=33","Appartement à louer a Ngor","https://www.dakarvente.com/annonce-4709-appartement-a-louer-a-ngor.html","Appartement à louer a Ngor","35.000  FCFA","Ngor","media/annonces/pics/7e0e2934ee6cb765ff06063cf728eaf1.jpg"
"1716556980-65","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=32","Appartement à louer aux Mamelles","https://www.dakarvente.com/annonce-4718-appartement-a-louer-mamelles.html","Appartement à louer aux Mamelles","275.000  FCFA","Mamelles","media/annonces/pics/e818fd3d440b50795cfde107e5f4e064.jpg"
"1716556984-66","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=32","CHERCHE UN APPARTEMENT F4","https://www.dakarvente.com/annonce-4741-cherche-un-appartement-f4.html","CHERCHE UN APPARTEMENT F4","200  FCFA","VDN","img/nophoto.png"
"1716556991-67","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=32","Peintre décorateur","https://www.dakarvente.com/annonce-4776-peintre-dcorateur.html","Peintre décorateur","30.000  FCFA","Almadies","media/annonces/pics/2c444e32196641564d66ccca154c4902.jpg"
"1716556995-68","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=32","Appartement à louer aux Mamelles","https://www.dakarvente.com/annonce-4789-appartement-louer-aux-mamelles.html","Appartement à louer aux Mamelles","300.000  FCFA","Mamelles","media/annonces/pics/c4a4794bf1e36150eaf47654eb1aa1b3.jpg"
"1716556999-69","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=32","Appartement à louer aux mamelles","https://www.dakarvente.com/annonce-4791-appartement-louer-aux-mamelles.html","Appartement à louer aux mamelles","275.000  FCFA","Mamelles","media/annonces/pics/fb23b78f872b754f2d154d139aa71760.jpg"
"1716557002-70","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=32","Appartement meublé à la cité keur gorgui","https://www.dakarvente.com/annonce-4794-appartement-meubl-la-cit-keur-gorgui.html","Appartement meublé à la cité keur gorgui","35.000  FCFA","Cité Keur Gorgui","media/annonces/pics/7eccfacbe3c00818ef8c98456d710908.jpg"
"1716557006-71","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=32","Appartement meublé à la cité keur gorgui","https://www.dakarvente.com/annonce-4821-appartement-meubl-la-cit-keur-gorgui.html","Appartement meublé à la cité keur gorgui","35.000  FCFA","Cité Keur Gorgui","media/annonces/pics/e10c12075be65f7ee629db1050c633b2.jpg"
"1716557011-72","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=32","Appartement à louer aux mamelles","https://www.dakarvente.com/annonce-4823-appartement-louer-aux-mamelles.html","Appartement à louer aux mamelles","275.000  FCFA","Mamelles","media/annonces/pics/915ae024d850a1b56f7ad1a5c40b1aaf.jpg"
"1716557014-73","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=32","Appartement à louer aux Mamelle","https://www.dakarvente.com/annonce-4825-appartement-louer-aux-mamelle.html","Appartement à louer aux Mamelle","","Mamelles","media/annonces/pics/a7aead67646ecba56eda1f38712c1b70.jpg"
"1716557017-74","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=32","Appartement moderne","https://www.dakarvente.com/annonce-4922-appartement-moderne.html","Appartement moderne","175.000  FCFA","Saint Louis","media/annonces/pics/2f9737ddf575eafab74d3cb8ddf55722.jpg"
"1716557022-75","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=32","Appartement à louer à La Somone","https://www.dakarvente.com/annonce-4937-appartement-a-louer-a-la-somone.html","Appartement à louer à La Somone","100.000  FCFA","Somone","media/annonces/pics/9edf2700f584715a6918138e728233d9.jpg"
"1716557033-76","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=32","Appartement à louer à La Somone","https://www.dakarvente.com/annonce-4938-appartement-a-louer-a-la-somone.html","Appartement à louer à La Somone","100.000  FCFA","Somone","media/annonces/pics/4a1a91d9cf01f2b0278b101bd9b3a818.jpg"
"1716557044-77","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=32","Studio meublé à louer au Point E","https://www.dakarvente.com/annonce-5054-studio-meubl-louer-au-point-e.html","Studio meublé à louer au Point E","30.000  FCFA","Point E","media/annonces/pics/23d1927eb453018cca30f71df1587fba.jpg"
"1716557048-78","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=32","Appartement meublé à louer cité keur gorgui","https://www.dakarvente.com/annonce-5055-appartement-meubl-louer-cit-keur-gorgui.html","Appartement meublé à louer cité keur gorgui","30.000  FCFA","Cité Keur Gorgui","media/annonces/pics/d4190a41c2583bfb03e09cbe1a1132f6.jpeg"
"1716557051-79","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=32","Appartement meublé cité keur gorgui","https://www.dakarvente.com/annonce-5056-appartement-meubl-cit-keur-gorgui.html","Appartement meublé cité keur gorgui","35.000  FCFA","Cité Keur Gorgui","media/annonces/pics/151fdfaed5786ddbd33f1e19b8c4c1a2.jpeg"
"1716557055-80","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=32","Appartement à louer","https://www.dakarvente.com/annonce-5239-appartement-louer.html","Appartement à louer","400.000  FCFA","Liberté 6","img/nophoto.png"
"1716557058-81","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=32","A loyer R +6 au Point","https://www.dakarvente.com/annonce-5268-a-loyer-r-6-au-point.html","A loyer R +6 au Point","1.500.000  FCFA","Point E","media/annonces/pics/fc48734614b30393b1e928ed602bfe2c.png"
"1716557062-82","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=32","a louer appartement de standing de 3 chambres salon cuisine à Ngor-Almadies","https://www.dakarvente.com/annonce-5325-a-louer-appartement-de-standing-de-3-chambres-salon-cuisine-ngor-almadies.html","a louer appartement de standing de 3 chambres salon cuisine à Ngor-Almadies","900.000  FCFA","Almadies","media/annonces/pics/c3bcf5d9b998bf2698f8bd51c809b7b1.jpg"
"1716557066-83","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=32","APPARTEMENT A LOUER AU POINT E","https://www.dakarvente.com/annonce-5404-appartement-a-louer-au-point-e.html","APPARTEMENT A LOUER AU POINT E","500.000  FCFA","Point E","media/annonces/pics/64c8c22ebd8ccfc34464ed59360d5a5f.jpg"
"1716557070-84","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=32","APPARTEMENT A LOUER AU POINT E","https://www.dakarvente.com/annonce-5405-appartement-a-louer-au-point-e.html","APPARTEMENT A LOUER AU POINT E","500.000  FCFA","Point E","media/annonces/pics/a285ab3075a842b391150047ae093413.jpg"
"1716557074-85","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=32","APPARTEMENT MEUBLE STANDING SUITE DONDOU A DAKAR, KEUR-GORGUI","https://www.dakarvente.com/annonce-5488-appartement-meuble-standing-suite-dondou-a-dakar-keur-gorgui.html","APPARTEMENT MEUBLE STANDING SUITE DONDOU A DAKAR, KEUR-GORGUI","100.000  FCFA","Sacré Coeur","media/annonces/pics/2031db9005ad244d664e4ca5ed02723b.jpg"
"1716557078-86","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=32","Appartement meublé à louer cité keur gorgui","https://www.dakarvente.com/annonce-5559-appartement-meubl-louer-cit-keur-gorgui.html","Appartement meublé à louer cité keur gorgui","35.000  FCFA","Dakar","media/annonces/pics/8661499e09b7e2f26552392c6ec54b0f.jpeg"
"1716557081-87","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=32","Appartement à louer au Point E","https://www.dakarvente.com/annonce-5577-appartement-louer-au-point-e.html","Appartement à louer au Point E","900.000  FCFA","Point E","media/annonces/pics/f08fb871bd48bd97e53d07b0df091a85.jpg"
